baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.5,0.51,0.51,0.5,0.5
0.5,0.51,0.51,0.5,0.5
0.5,0.51,0.51,0.5,0.5
0.5,0.49,0.49,0.49,0.5
0.5,0.51,0.51,0.5,0.5
0.5,0.49,0.49,0.49,0.5
0.5,0.51,0.51,0.5,0.5
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.5,0.51,0.51,0.5,0.5
0.5,0.49,0.49,0.49,0.5
0.5,0.49,0.49,0.49,0.5
0.5,0.49,0.49,0.49,0.5
0.5,0.51,0.51,0.5,0.5
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.52,0.53,0.53,0.52,0.52
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.52,0.53,0.53,0.52,0.52
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.52,0.53,0.53,0.52,0.52
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.5,0.51,0.51,0.5,0.5
0.5,0.49,0.49,0.49,0.5
0.49,0.48,0.48,0.48,0.49
0.48,0.47,0.47,0.47,0.48
0.49,0.48,0.48,0.48,0.49
0.5,0.49,0.49,0.49,0.5
0.5,0.51,0.5,0.5,0.5
0.5,0.49,0.49,0.49,0.5
0.5,0.51,0.5,0.5,0.5
0.51,0.52,0.51,0.51,0.51
0.5,0.51,0.5,0.5,0.5
0.51,0.52,0.51,0.51,0.51
0.51,0.52,0.51,0.51,0.51
0.5,0.51,0.5,0.5,0.5
0.5,0.51,0.5,0.5,0.5
0.5,0.51,0.5,0.5,0.5
0.5,0.51,0.5,0.5,0.5
0.5,0.49,0.49,0.49,0.5
0.5,0.51,0.5,0.5,0.5
0.5,0.51,0.5,0.5,0.5
0.5,0.51,0.5,0.5,0.5
0.51,0.52,0.51,0.51,0.51
0.51,0.52,0.51,0.51,0.51
0.52,0.53,0.52,0.52,0.52
0.52,0.53,0.52,0.52,0.52
0.53,0.54,0.53,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.52,0.53,0.53,0.52,0.52
0.51,0.52,0.52,0.51,0.51
0.5,0.51,0.5,0.5,0.5
0.51,0.52,0.51,0.51,0.51
0.52,0.53,0.52,0.52,0.52
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.52,0.53
0.52,0.53,0.53,0.52,0.52
0.51,0.52,0.52,0.51,0.51
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.5,0.51,0.51,0.5,0.5
0.5,0.51,0.51,0.5,0.5
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.52,0.53,0.53,0.52,0.52
0.53,0.54,0.53,0.53,0.53
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.51,0.52,0.51,0.51,0.51
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.53,0.54,0.54,0.53,0.53
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.55,0.56,0.56,0.55,0.55
0.55,0.56,0.56,0.55,0.55
0.54,0.55,0.55,0.54,0.54
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.53,0.54,0.54,0.53,0.53
0.54,0.55,0.55,0.54,0.54
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.52,0.53,0.53,0.52,0.52
0.51,0.52,0.52,0.51,0.51
0.51,0.52,0.52,0.51,0.51
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.52,0.53,0.53,0.52,0.52
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.53,0.54,0.54,0.53,0.53
0.52,0.53,0.53,0.52,0.52
0.53,0.54,0.54,0.53,0.53
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.54,0.55,0.55,0.54,0.54
0.53,0.54,0.55,0.53,0.53
0.53,0.54,0.55,0.53,0.53
0.53,0.54,0.55,0.53,0.53
0.53,0.54,0.55,0.53,0.53
0.52,0.53,0.54,0.52,0.52
0.52,0.53,0.54,0.52,0.52
0.53,0.54,0.55,0.53,0.53
0.52,0.53,0.54,0.52,0.52
0.53,0.54,0.55,0.53,0.53
0.54,0.55,0.56,0.54,0.54
0.54,0.55,0.56,0.54,0.54
0.55,0.56,0.57,0.55,0.55
0.56,0.57,0.58,0.56,0.56
0.56,0.57,0.58,0.56,0.56
0.55,0.56,0.57,0.55,0.55
0.54,0.55,0.56,0.54,0.54
0.54,0.55,0.56,0.54,0.54
0.54,0.55,0.56,0.54,0.54
0.54,0.55,0.56,0.54,0.54
0.53,0.54,0.55,0.53,0.53
0.54,0.55,0.56,0.54,0.54
0.54,0.55,0.56,0.54,0.54
0.55,0.56,0.57,0.56,0.55
0.56,0.57,0.58,0.57,0.56
0.56,0.57,0.58,0.57,0.56
0.57,0.58,0.59,0.58,0.57
0.57,0.58,0.59,0.58,0.57
0.56,0.57,0.58,0.57,0.56
